"Label (Grouping)","Population for whom poverty status is determined","Population for whom poverty status is determined!!AGE","Population for whom poverty status is determined!!AGE!!Under 18 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!Under 5 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!5 to 17 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years","Population for whom poverty status is determined!!AGE!!18 to 64 years","Population for whom poverty status is determined!!AGE!!18 to 64 years!!18 to 34 years","Population for whom poverty status is determined!!AGE!!18 to 64 years!!35 to 64 years","Population for whom poverty status is determined!!AGE!!60 years and over","Population for whom poverty status is determined!!AGE!!65 years and over","Population for whom poverty status is determined!!SEX","Population for whom poverty status is determined!!SEX!!Male","Population for whom poverty status is determined!!SEX!!Female","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Population for whom poverty status is determined!!EMPLOYMENT STATUS","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Male","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Female","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Male","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Female","Population for whom poverty status is determined!!WORK EXPERIENCE","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked full-time, year-round in the past 12 months","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked part-time or part-year in the past 12 months","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Did not work","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Male","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Female","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!15 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!16 to 17 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!18 to 24 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!25 to 34 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!35 to 44 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!45 to 54 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!55 to 64 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!65 to 74 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!75 years and over","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Mean income deficit for unrelated individuals (dollars)","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked full-time, year-round in the past 12 months","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked less than full-time, year-round in the past 12 months","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Did not work"
"ZCTA5 78654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18,502","","4,066","658","3,408","4,065","10,052","2,467","7,585","6,053","4,384","","8,795","9,707","","16,147","263","96","126","16","1,298","556","4,815","13,046","","13,247","1,709","3,361","4,116","4,061","","8,513","8,145","4,105","4,040","368","202","166","","15,154","5,624","3,183","6,347","","364","3,792","5,268","6,262","7,129","9,297","11,391","13,682","2,462","923","1,539","0","1","136","145","108","185","668","445","774","8,288","601","505","1,356"
"        Margin of Error","±770","","±446","±243","±358","±446","±631","±404","±471","±558","±469","","±518","±562","","±872","±314","±67","±115","±47","±518","±225","±626","±839","","±597","±388","±476","±506","±523","","±664","±653","±455","±462","±164","±127","±87","","±709","±614","±562","±568","","±240","±1,299","±1,179","±1,165","±1,176","±895","±906","±780","±422","±286","±283","±22","±4","±123","±91","±79","±114","±212","±170","±208","±1,918","±182","±192","±287"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,539","","467","115","352","466","971","319","652","128","101","","632","907","","1,404","0","5","0","16","53","61","632","886","","933","232","394","248","59","","421","348","187","161","73","26","47","","1,155","89","312","754","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","372","188","184","0","1","80","39","15","51","106","14","66","(X)","0","139","233"
"        Margin of Error","±590","","±287","±124","±211","±287","±363","±191","±297","±82","±65","","±251","±414","","±561","±22","±8","±22","±47","±112","±89","±424","±402","","±346","±193","±227","±202","±51","","±221","±177","±135","±101","±78","±40","±71","","±384","±95","±169","±320","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±157","±124","±105","±22","±4","±87","±41","±29","±73","±86","±16","±57","(X)","±22","±111","±113"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8.3%","","11.5%","17.5%","10.3%","11.5%","9.7%","12.9%","8.6%","2.1%","2.3%","","7.2%","9.3%","","8.7%","0.0%","5.2%","0.0%","100.0%","4.1%","11.0%","13.1%","6.8%","","7.0%","13.6%","11.7%","6.0%","1.5%","","4.9%","4.3%","4.6%","4.0%","19.8%","12.9%","28.3%","","7.6%","1.6%","9.8%","11.9%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15.1%","20.4%","12.0%","-","100.0%","58.8%","26.9%","13.9%","27.6%","15.9%","3.1%","8.5%","(X)","0.0%","27.5%","17.2%"
"        Margin of Error","±3.1","","±6.9","±16.5","±6.2","±6.9","±3.6","±7.7","±3.9","±1.4","±1.5","","±2.8","±4.2","","±3.4","±15.7","±7.8","±29.2","±87.2","±8.1","±16.2","±8.7","±3.0","","±2.6","±10.3","±6.3","±4.8","±1.2","","±2.7","±2.2","±3.3","±2.5","±21.9","±19.3","±39.3","","±2.5","±1.7","±5.3","±4.5","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±5.7","±11.6","±6.8","**","±100.0","±41.3","±28.9","±20.8","±33.3","±11.4","±3.6","±7.5","(X)","±7.2","±18.6","±7.6"
"ZCTA5 78660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","101,646","","28,247","6,282","21,965","28,161","66,169","23,779","42,390","11,458","7,230","","49,539","52,107","","59,335","14,327","510","8,939","48","6,350","12,137","36,815","38,972","","66,549","5,863","15,607","20,109","24,970","","58,909","56,728","29,497","27,231","2,181","749","1,432","","77,125","43,555","17,546","16,024","","1,759","6,426","9,150","14,097","15,277","32,671","48,556","67,932","14,352","6,630","7,722","23","63","792","4,738","2,740","1,666","2,178","1,437","715","8,190","8,246","2,871","3,235"
"        Margin of Error","±4,853","","±3,099","±1,015","±3,184","±3,087","±2,846","±1,877","±2,468","±1,106","±975","","±2,583","±2,955","","±3,277","±2,247","±352","±1,658","±86","±1,587","±4,287","±4,754","±2,490","","±2,475","±1,045","±1,681","±1,874","±1,605","","±2,613","±2,506","±1,473","±1,888","±690","±271","±650","","±2,940","±2,101","±1,613","±1,430","","±539","±1,105","±1,516","±1,760","±1,723","±3,101","±4,408","±6,225","±1,660","±992","±1,135","±37","±68","±315","±1,075","±765","±428","±478","±448","±325","±1,523","±1,203","±603","±725"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,030","","1,446","102","1,344","1,360","3,113","1,104","2,009","870","471","","1,870","3,160","","3,534","670","0","409","0","305","112","1,857","2,075","","3,306","457","834","1,105","910","","1,709","1,272","451","821","437","167","270","","3,943","488","1,144","2,311","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","2,105","661","1,444","23","63","106","603","505","237","333","22","213","(X)","146","505","1,454"
"        Margin of Error","±896","","±493","±84","±487","±506","±611","±366","±435","±316","±282","","±431","±731","","±702","±399","±33","±244","±33","±212","±113","±589","±506","","±605","±174","±285","±408","±353","","±468","±373","±168","±306","±261","±134","±229","","±738","±221","±329","±598","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±542","±275","±447","±37","±68","±75","±304","±282","±204","±179","±22","±232","(X)","±131","±191","±500"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.9%","","5.1%","1.6%","6.1%","4.8%","4.7%","4.6%","4.7%","7.6%","6.5%","","3.8%","6.1%","","6.0%","4.7%","0.0%","4.6%","0.0%","4.8%","0.9%","5.0%","5.3%","","5.0%","7.8%","5.3%","5.5%","3.6%","","2.9%","2.2%","1.5%","3.0%","20.0%","22.3%","18.9%","","5.1%","1.1%","6.5%","14.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.7%","10.0%","18.7%","100.0%","100.0%","13.4%","12.7%","18.4%","14.2%","15.3%","1.5%","29.8%","(X)","1.8%","17.6%","44.9%"
"        Margin of Error","±0.9","","±1.8","±1.3","±2.3","±1.8","±0.9","±1.5","±1.0","±2.6","±3.6","","±0.9","±1.4","","±1.2","±2.8","±8.4","±2.8","±50.4","±2.9","±1.0","±1.7","±1.2","","±0.9","±3.2","±1.8","±2.0","±1.4","","±0.8","±0.7","±0.6","±1.1","±11.2","±15.4","±15.8","","±0.9","±0.5","±1.9","±3.1","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±3.3","±4.0","±5.3","±72.8","±44.0","±9.5","±6.1","±7.4","±11.2","±7.8","±1.6","±24.7","(X)","±1.6","±6.4","±10.9"
"ZCTA5 78663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","782","","109","3","106","109","511","71","440","249","162","","436","346","","732","0","0","0","47","3","0","26","709","","625","18","151","260","196","","460","388","205","183","72","60","12","","693","247","250","196","","19","46","52","52","52","118","151","470","62","21","41","0","0","0","2","0","18","18","24","0","N","18","18","26"
"        Margin of Error","±277","","±98","±5","±98","±98","±213","±56","±199","±117","±105","","±194","±115","","±258","±14","±14","±14","±70","±6","±14","±30","±255","","±214","±15","±117","±147","±125","","±199","±168","±103","±89","±71","±71","±16","","±227","±107","±135","±95","","±28","±56","±57","±57","±57","±83","±83","±238","±51","±27","±34","±14","±14","±14","±4","±14","±28","±18","±30","±14","N","±26","±28","±23"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","46","","9","3","6","9","37","12","25","1","0","","23","23","","46","0","0","0","0","0","0","0","46","","32","0","26","6","0","","25","18","15","3","7","7","0","","37","3","30","4","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22","18","4","0","0","0","0","0","18","4","0","0","(X)","0","18","4"
"        Margin of Error","±56","","±15","±5","±10","±15","±45","±23","±32","±3","±14","","±31","±35","","±56","±14","±14","±14","±14","±14","±14","±14","±56","","±38","±14","±33","±9","±14","","±32","±26","±26","±6","±13","±13","±14","","±45","±6","±38","±7","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±31","±28","±7","±14","±14","±14","±14","±14","±28","±7","±14","±14","(X)","±14","±28","±7"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.9%","","8.3%","100.0%","5.7%","8.3%","7.2%","16.9%","5.7%","0.4%","0.0%","","5.3%","6.6%","","6.3%","-","-","-","0.0%","0.0%","-","0.0%","6.5%","","5.1%","0.0%","17.2%","2.3%","0.0%","","5.4%","4.6%","7.3%","1.6%","9.7%","11.7%","0.0%","","5.3%","1.2%","12.0%","2.0%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.5%","85.7%","9.8%","-","-","-","0.0%","-","100.0%","22.2%","0.0%","-","(X)","0.0%","100.0%","15.4%"
"        Margin of Error","±7.7","","±19.9","±100.0","±15.1","±19.9","±9.5","±29.7","±8.5","±1.4","±23.9","","±8.3","±9.6","","±8.2","**","**","**","±50.9","±100.0","**","±68.4","±8.5","","±6.4","±82.3","±26.3","±4.1","±20.3","","±7.5","±7.3","±14.0","±3.3","±21.2","±29.2","±100.0","","±6.6","±2.4","±15.1","±3.7","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±29.6","±23.6","±17.2","**","**","**","±100.0","**","±82.2","±39.1","±71.2","**","(X)","±82.3","±82.2","±27.5"
"ZCTA5 78664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63,087","","14,714","3,360","11,354","14,635","43,431","17,148","26,283","7,992","4,942","","31,027","32,060","","43,133","7,450","10","3,685","0","2,051","6,758","21,863","27,413","","42,134","4,207","9,832","14,818","13,277","","39,042","36,922","19,597","17,325","2,120","1,218","902","","50,887","27,226","11,946","11,715","","2,113","7,629","9,297","12,188","14,600","25,397","34,136","42,583","10,299","5,522","4,777","17","45","814","3,276","2,349","1,415","1,208","669","506","7,433","6,922","2,144","1,233"
"        Margin of Error","±2,267","","±1,103","±513","±925","±1,098","±1,585","±1,130","±1,440","±1,116","±804","","±1,498","±1,515","","±2,202","±1,329","±16","±946","±33","±832","±1,420","±1,983","±2,175","","±1,787","±797","±1,022","±1,491","±1,265","","±1,633","±1,673","±1,140","±1,238","±476","±351","±305","","±1,930","±1,585","±945","±1,141","","±676","±1,361","±1,477","±1,658","±1,769","±2,314","±2,413","±2,451","±1,070","±939","±739","±33","±108","±258","±697","±638","±386","±321","±204","±180","±1,410","±1,003","±504","±286"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,406","","2,015","516","1,499","1,936","2,902","1,613","1,289","571","489","","2,310","3,096","","3,113","1,064","0","351","0","242","636","2,301","1,296","","2,577","575","655","939","408","","2,165","1,764","881","883","401","242","159","","3,595","610","1,390","1,595","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,300","669","631","17","45","237","294","129","141","83","177","177","(X)","156","561","583"
"        Margin of Error","±1,097","","±595","±223","±473","±598","±655","±422","±359","±227","±217","","±560","±707","","±892","±455","±33","±295","±33","±319","±348","±920","±413","","±581","±319","±265","±375","±191","","±603","±460","±322","±313","±288","±226","±134","","±707","±261","±390","±436","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±401","±312","±284","±33","±108","±126","±237","±106","±109","±53","±142","±142","(X)","±134","±296","±241"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8.6%","","13.7%","15.4%","13.2%","13.2%","6.7%","9.4%","4.9%","7.1%","9.9%","","7.4%","9.7%","","7.2%","14.3%","0.0%","9.5%","-","11.8%","9.4%","10.5%","4.7%","","6.1%","13.7%","6.7%","6.3%","3.1%","","5.5%","4.8%","4.5%","5.1%","18.9%","19.9%","17.6%","","7.1%","2.2%","11.6%","13.6%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","12.6%","12.1%","13.2%","100.0%","100.0%","29.1%","9.0%","5.5%","10.0%","6.9%","26.5%","35.0%","(X)","2.3%","26.2%","47.3%"
"        Margin of Error","±1.8","","±3.7","±6.3","±3.8","±3.7","±1.6","±2.4","±1.5","±2.9","±4.3","","±1.7","±2.3","","±2.0","±5.9","±100.0","±7.3","**","±12.4","±5.1","±3.9","±1.4","","±1.4","±6.8","±2.7","±2.6","±1.4","","±1.6","±1.3","±1.6","±1.9","±11.7","±15.9","±14.4","","±1.4","±1.0","±3.1","±3.4","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±3.9","±5.3","±5.6","±84.6","±52.0","±12.1","±7.1","±4.7","±7.7","±4.4","±16.8","±22.2","(X)","±2.0","±10.9","±14.1"
"ZCTA5 78669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,023","","3,311","1,149","2,162","3,311","8,287","1,764","6,523","3,601","2,425","","6,612","7,411","","11,900","442","5","1,150","6","148","372","1,164","11,192","","10,266","375","1,318","2,505","6,068","","6,912","6,732","3,700","3,032","180","102","78","","11,092","5,483","1,913","3,696","","280","543","726","1,045","1,175","2,085","3,096","4,625","1,186","623","563","0","0","69","159","202","198","323","188","47","9,483","653","213","320"
"        Margin of Error","±1,162","","±393","±341","±414","±393","±841","±434","±720","±457","±374","","±634","±683","","±978","±461","±14","±418","±19","±128","±191","±347","±979","","±930","±238","±401","±365","±579","","±664","±665","±408","±418","±85","±74","±52","","±949","±647","±356","±516","","±185","±219","±242","±365","±374","±541","±615","±847","±321","±214","±172","±22","±22","±71","±194","±115","±117","±136","±105","±39","±2,769","±271","±107","±131"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","411","","46","15","31","46","294","19","275","181","71","","287","124","","385","9","0","0","0","17","0","29","373","","365","57","134","79","95","","62","20","6","14","42","42","0","","369","0","99","270","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","198","167","31","0","0","0","2","67","55","56","18","0","(X)","0","74","124"
"        Margin of Error","±224","","±42","±20","±26","±42","±180","±19","±181","±124","±68","","±180","±70","","±221","±18","±22","±22","±22","±25","±22","±32","±219","","±218","±89","±143","±52","±80","","±57","±15","±9","±13","±54","±54","±22","","±218","±22","±80","±172","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±147","±145","±28","±22","±22","±22","±3","±81","±55","±45","±27","±22","(X)","±22","±80","±80"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2.9%","","1.4%","1.3%","1.4%","1.4%","3.5%","1.1%","4.2%","5.0%","2.9%","","4.3%","1.7%","","3.2%","2.0%","0.0%","0.0%","0.0%","11.5%","0.0%","2.5%","3.3%","","3.6%","15.2%","10.2%","3.2%","1.6%","","0.9%","0.3%","0.2%","0.5%","23.3%","41.2%","0.0%","","3.3%","0.0%","5.2%","7.3%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.7%","26.8%","5.5%","-","-","0.0%","1.3%","33.2%","27.8%","17.3%","9.6%","0.0%","(X)","0.0%","34.7%","38.8%"
"        Margin of Error","±1.5","","±1.3","±1.8","±1.2","±1.3","±2.1","±1.1","±2.7","±3.2","±2.7","","±2.6","±0.9","","±1.8","±6.2","±100.0","±3.8","±100.0","±17.5","±11.4","±2.9","±1.9","","±2.0","±20.8","±10.0","±2.0","±1.3","","±0.8","±0.2","±0.2","±0.4","±27.0","±40.9","±39.5","","±1.9","±0.8","±4.3","±4.3","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±11.4","±20.3","±4.5","**","**","±42.0","±3.8","±34.7","±30.5","±12.7","±13.0","±50.9","(X)","±6.7","±28.8","±19.6"
"ZCTA5 78701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,885","","233","154","79","225","10,387","4,934","5,453","2,096","1,265","","6,962","4,923","","9,790","346","2","982","0","203","562","1,847","8,393","","10,572","426","647","1,338","8,161","","9,207","9,041","5,426","3,615","166","103","63","","11,660","7,030","2,433","2,197","","1,227","1,726","1,849","2,113","2,163","2,716","3,620","4,296","7,315","4,608","2,707","0","8","994","2,877","1,209","899","828","418","82","9,393","4,523","1,500","1,292"
"        Margin of Error","±1,430","","±199","±192","±59","±198","±1,395","±953","±1,323","±435","±308","","±949","±748","","±1,282","±170","±3","±440","±22","±117","±436","±644","±1,356","","±1,384","±232","±259","±563","±1,257","","±1,317","±1,296","±901","±610","±148","±131","±67","","±1,413","±1,006","±638","±532","","±361","±432","±436","±494","±494","±526","±643","±811","±936","±772","±512","±22","±17","±280","±820","±474","±374","±378","±169","±55","±859","±800","±373","±413"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,612","","8","0","8","0","1,391","807","584","352","213","","980","632","","1,102","226","0","168","0","62","54","442","810","","943","354","310","103","176","","488","330","194","136","158","103","55","","1,612","22","509","1,081","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,443","881","562","0","8","629","146","127","123","294","116","0","(X)","22","477","944"
"        Margin of Error","±425","","±17","±22","±17","±22","±381","±284","±309","±182","±152","","±326","±231","","±310","±136","±22","±128","±22","±62","±48","±206","±218","","±364","±199","±148","±81","±130","","±217","±145","±130","±74","±147","±131","±65","","±425","±22","±183","±415","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±389","±321","±202","±22","±17","±220","±126","±73","±121","±221","±89","±22","(X)","±22","±173","±368"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13.6%","","3.4%","0.0%","10.1%","0.0%","13.4%","16.4%","10.7%","16.8%","16.8%","","14.1%","12.8%","","11.3%","65.3%","0.0%","17.1%","-","30.5%","9.6%","23.9%","9.7%","","8.9%","83.1%","47.9%","7.7%","2.2%","","5.3%","3.7%","3.6%","3.8%","95.2%","100.0%","87.3%","","13.8%","0.3%","20.9%","49.2%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.7%","19.1%","20.8%","-","100.0%","63.3%","5.1%","10.5%","13.7%","35.5%","27.8%","0.0%","(X)","0.5%","31.8%","73.1%"
"        Margin of Error","±3.6","","±8.7","±24.9","±23.8","±18.0","±3.7","±5.5","±6.2","±8.3","±11.5","","±4.5","±4.5","","±3.2","±25.9","±100.0","±12.9","**","±26.5","±13.0","±12.3","±2.7","","±3.5","±16.0","±18.7","±6.9","±1.6","","±2.2","±1.5","±2.3","±2.0","±13.0","±33.7","±31.3","","±3.7","±0.3","±7.2","±12.5","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±4.9","±6.5","±6.4","**","±100.0","±14.7","±4.5","±7.6","±13.1","±22.2","±21.1","±38.5","(X)","±0.5","±10.7","±13.8"
"ZCTA5 78702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
