"Label (Grouping)","Population 16 years and over","Population 16 years and over!!AGE","Population 16 years and over!!AGE!!16 to 19 years","Population 16 years and over!!AGE!!20 to 24 years","Population 16 years and over!!AGE!!25 to 29 years","Population 16 years and over!!AGE!!30 to 34 years","Population 16 years and over!!AGE!!35 to 44 years","Population 16 years and over!!AGE!!45 to 54 years","Population 16 years and over!!AGE!!55 to 59 years","Population 16 years and over!!AGE!!60 to 64 years","Population 16 years and over!!AGE!!65 to 74 years","Population 16 years and over!!AGE!!75 years and over","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population 20 to 64 years","Population 20 to 64 years!!SEX","Population 20 to 64 years!!SEX!!Male","Population 20 to 64 years!!SEX!!Female","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level","Population 20 to 64 years!!DISABILITY STATUS","Population 20 to 64 years!!DISABILITY STATUS!!With any disability","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"        Margin of Error","±1.1","","±4.2","±7.7","±3.6","±1.8","±0.9","±1.8","±3.3","±5.3","±5.9","±52.6","","±1.8","±1.7","±11.7","±1.7","±59.0","±1.2","±2.7","±1.4","±2.4","±1.2","","±0.9","±2.4","±2.2","±1.4","±2.3","±3.1","","±13.1","±1.2","","±9.6","","±1.0","±2.4","±2.1","±2.6","±0.7"
"ZCTA5 78663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","693","","51","17","12","11","52","147","154","87","123","39","","643","0","0","0","47","3","0","18","628","480","","269","211","49","0","7","42","","37","443","","90","","463","15","123","227","98"
"        Margin of Error","±227","","±60","±27","±16","±12","±58","±101","±99","±60","±97","±41","","±205","±14","±14","±14","±70","±6","±14","±22","±204","±205","","±128","±88","±47","±14","±14","±45","","±45","±209","","±80","","±200","±14","±111","±144","±83"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","66.4%","","0.0%","100.0%","41.7%","100.0%","100.0%","94.6%","89.6%","57.5%","39.0%","0.0%","","63.9%","-","-","-","100.0%","66.7%","-","72.2%","63.7%","85.8%","","97.8%","70.6%","85.7%","-","0.0%","100.0%","","67.6%","87.4%","","90.0%","","85.3%","66.7%","87.8%","94.3%","64.3%"
"        Margin of Error","±12.9","","±48.9","±84.6","±58.3","±100.0","±48.4","±8.7","±13.3","±32.1","±18.3","±55.9","","±13.0","**","**","**","±50.9","±66.7","**","±47.6","±13.5","±10.3","","±2.1","±20.3","±31.7","**","±100.0","±53.8","","±27.2","±10.2","","±12.0","","±10.9","±45.8","±19.4","±7.1","±31.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","56.0%","","0.0%","35.3%","41.7%","72.7%","100.0%","62.6%","88.3%","47.1%","39.0%","0.0%","","60.0%","-","-","-","0.0%","66.7%","-","72.2%","59.7%","70.8%","","75.5%","64.9%","85.7%","-","0.0%","100.0%","","48.6%","72.7%","","27.8%","","72.1%","66.7%","83.7%","69.6%","64.3%"
"        Margin of Error","±12.9","","±48.9","±30.3","±58.3","±39.8","±48.4","±37.8","±14.1","±36.0","±18.3","±55.9","","±13.6","**","**","**","±50.9","±66.7","**","±47.6","±14.1","±14.6","","±22.0","±21.2","±31.7","**","±100.0","±53.8","","±44.3","±15.2","","±35.9","","±15.0","±45.8","±24.2","±21.0","±31.4"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15.7%","","-","64.7%","0.0%","27.3%","0.0%","33.8%","1.4%","18.0%","0.0%","-","","6.1%","-","-","-","100.0%","0.0%","-","0.0%","6.3%","17.5%","","22.8%","8.1%","0.0%","-","-","0.0%","","28.0%","16.8%","","69.1%","","15.4%","0.0%","4.6%","26.2%","0.0%"
"        Margin of Error","±12.9","","**","±30.3","±100.0","±39.8","±48.4","±40.1","±4.9","±38.4","±50.4","**","","±6.2","**","**","**","±50.9","±100.0","**","±96.8","±6.4","±14.4","","±22.6","±11.6","±53.8","**","**","±53.8","","±43.2","±15.4","","±41.3","","±15.4","±100.0","±10.7","±23.7","±44.0"
"ZCTA5 78664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","51,062","","4,335","4,440","5,714","5,202","10,530","9,038","3,684","3,072","3,267","1,780","","35,655","6,320","10","3,061","0","1,610","4,406","16,809","23,515","41,680","","20,722","20,958","7,895","1,821","904","5,170","","2,657","38,975","","4,041","","37,240","3,380","8,889","13,311","11,660"
"        Margin of Error","±1,922","","±626","±591","±740","±780","±1,055","±755","±728","±761","±580","±436","","±2,022","±1,205","±16","±803","±33","±627","±1,131","±1,813","±1,890","±1,541","","±1,145","±1,154","±598","±309","±226","±617","","±637","±1,772","","±813","","±1,497","±757","±1,019","±1,346","±1,150"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","76.5%","","46.8%","81.0%","87.5%","87.7%","87.6%","91.0%","82.8%","72.7%","32.4%","4.7%","","75.9%","80.6%","0.0%","70.6%","-","81.9%","77.5%","78.3%","74.9%","86.1%","","92.1%","80.2%","74.4%","60.8%","58.2%","82.0%","","73.4%","87.1%","","64.6%","","86.7%","81.0%","82.1%","89.1%","89.2%"
"        Margin of Error","±1.9","","±6.7","±6.7","±5.4","±4.5","±3.0","±2.7","±6.3","±9.7","±7.7","±3.4","","±2.2","±5.8","±100.0","±7.1","**","±8.0","±7.5","±3.2","±2.6","±1.8","","±2.1","±2.7","±4.8","±11.5","±15.4","±4.7","","±8.4","±1.7","","±9.4","","±1.9","±7.1","±4.5","±2.6","±2.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","72.3%","","37.1%","71.0%","83.8%","86.7%","82.9%","87.5%","81.4%","68.6%","31.7%","4.7%","","71.0%","78.5%","0.0%","70.6%","-","78.1%","73.6%","71.9%","71.1%","82.0%","","87.0%","77.2%","70.7%","53.9%","55.9%","79.1%","","58.3%","83.8%","","61.7%","","83.4%","75.6%","79.1%","84.6%","87.5%"
"        Margin of Error","±2.2","","±7.0","±7.3","±5.7","±4.6","±3.7","±3.1","±6.3","±10.3","±7.8","±3.4","","±2.4","±5.8","±100.0","±7.1","**","±8.2","±7.6","±4.1","±2.7","±2.0","","±2.6","±3.1","±4.7","±11.2","±16.2","±5.0","","±8.5","±1.9","","±9.6","","±2.0","±7.9","±4.6","±3.2","±2.5"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.4%","","20.8%","12.3%","4.2%","1.0%","5.4%","3.7%","1.7%","5.6%","2.0%","0.0%","","6.5%","2.6%","-","0.0%","-","4.6%","5.0%","8.1%","5.0%","4.7%","","5.5%","3.7%","4.9%","11.3%","2.5%","3.5%","","20.6%","3.8%","","4.6%","","3.8%","6.6%","3.6%","5.1%","1.8%"
"        Margin of Error","±1.2","","±10.5","±6.2","±3.0","±1.2","±2.8","±1.9","±1.8","±5.5","±2.6","±38.3","","±1.5","±1.7","**","±2.1","**","±3.8","±4.5","±3.3","±1.3","±1.2","","±1.8","±1.4","±2.4","±7.3","±5.1","±2.7","","±11.8","±0.9","","±3.2","","±0.9","±6.2","±2.1","±2.0","±0.9"
"ZCTA5 78669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,092","","581","245","398","920","1,976","2,226","1,145","1,176","1,788","637","","9,639","434","5","768","0","36","210","848","9,079","8,086","","3,903","4,183","1,743","675","241","827","","294","7,792","","416","","7,841","313","996","1,622","4,910"
"        Margin of Error","±949","","±155","±120","±227","±288","±365","±401","±374","±300","±297","±230","","±783","±464","±14","±298","±22","±36","±131","±277","±746","±844","","±465","±452","±218","±202","±95","±200","","±180","±820","","±163","","±826","±227","±323","±300","±541"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","62.3%","","20.0%","90.6%","73.1%","87.0%","78.3%","86.3%","74.4%","53.5%","29.6%","0.8%","","60.3%","72.8%","100.0%","72.0%","-","100.0%","88.6%","82.9%","59.5%","77.4%","","84.8%","70.6%","68.6%","70.2%","53.1%","71.8%","","19.7%","79.6%","","61.1%","","77.0%","31.3%","60.2%","73.0%","84.7%"
"        Margin of Error","±3.3","","±10.7","±8.5","±30.7","±7.8","±7.5","±5.5","±15.1","±8.7","±7.5","±1.0","","±3.8","±23.0","±100.0","±12.5","**","±58.2","±17.7","±9.5","±3.9","±3.5","","±5.6","±5.3","±8.4","±13.8","±20.4","±11.4","","±12.5","±3.4","","±20.2","","±3.6","±36.0","±10.9","±8.0","±3.0"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","60.7%","","20.0%","90.6%","70.1%","87.0%","75.6%","82.7%","72.5%","53.5%","28.9%","0.8%","","58.5%","72.8%","100.0%","72.0%","-","100.0%","88.6%","77.4%","58.0%","75.4%","","82.2%","69.0%","65.5%","66.4%","53.1%","68.4%","","5.4%","78.0%","","51.7%","","74.9%","31.3%","51.6%","72.4%","83.2%"
"        Margin of Error","±3.5","","±10.7","±8.5","±30.2","±7.8","±7.4","±6.2","±15.0","±8.7","±7.6","±1.0","","±4.0","±23.0","±100.0","±12.5","**","±58.2","±17.7","±10.2","±4.0","±3.7","","±6.3","±5.4","±8.5","±14.0","±20.4","±11.5","","±5.6","±3.4","","±21.2","","±3.8","±36.0","±11.7","±8.1","±3.1"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2.6%","","0.0%","0.0%","4.1%","0.0%","3.5%","4.2%","2.6%","0.0%","2.3%","0.0%","","3.1%","0.0%","0.0%","0.0%","-","0.0%","0.0%","6.7%","2.5%","2.7%","","3.1%","2.2%","4.5%","5.5%","0.0%","4.7%","","72.4%","2.0%","","15.4%","","2.8%","0.0%","14.3%","0.8%","1.8%"
"        Margin of Error","±1.2","","±31.0","±18.2","±7.0","±5.5","±2.6","±3.6","±3.9","±6.9","±3.6","±100.0","","±1.5","±13.2","±100.0","±7.8","**","±58.2","±21.3","±5.3","±1.5","±1.3","","±2.3","±1.6","±3.3","±4.6","±28.9","±6.0","","±40.2","±1.1","","±20.9","","±1.4","±34.8","±8.9","±2.1","±1.2"
"ZCTA5 78701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,660","","105","983","1,801","2,053","2,221","1,577","824","831","938","327","","9,571","346","2","982","0","203","556","1,762","8,259","10,290","","6,112","4,178","104","76","0","28","","1,307","8,983","","448","","9,307","260","481","1,207","7,359"
"        Margin of Error","±1,413","","±98","±270","±574","±619","±819","±940","±364","±349","±274","±118","","±1,254","±170","±3","±440","±22","±117","±436","±642","±1,303","±1,369","","±960","±683","±93","±91","±22","±25","","±347","±1,345","","±171","","±1,368","±166","±244","±544","±1,239"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","79.1%","","76.2%","70.7%","96.6%","94.8%","86.5%","79.1%","75.6%","67.7%","38.6%","14.4%","","81.5%","35.5%","100.0%","60.7%","-","86.2%","95.5%","79.7%","82.1%","84.9%","","85.7%","83.7%","100.0%","100.0%","-","100.0%","","32.2%","92.6%","","58.7%","","86.4%","6.2%","66.5%","91.1%","89.8%"
"        Margin of Error","±4.0","","±21.2","±11.8","±4.3","±3.8","±8.7","±15.0","±17.3","±15.5","±14.5","±18.5","","±3.9","±24.1","±100.0","±15.1","**","±13.9","±7.1","±11.6","±3.4","±3.9","","±5.6","±5.2","±33.5","±40.0","**","±65.9","","±13.5","±3.0","","±19.7","","±4.2","±10.3","±22.5","±7.9","±4.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","77.5%","","47.6%","57.7%","96.6%","93.9%","86.5%","78.6%","75.6%","67.7%","38.6%","14.4%","","79.9%","35.5%","100.0%","60.7%","-","81.8%","91.0%","77.5%","80.6%","83.4%","","83.7%","82.9%","100.0%","100.0%","-","100.0%","","22.4%","92.3%","","54.0%","","86.1%","6.2%","66.5%","91.1%","89.4%"
"        Margin of Error","±4.2","","±26.7","±13.1","±4.3","±4.1","±8.7","±15.7","±17.3","±15.5","±14.5","±18.5","","±4.0","±24.1","±100.0","±15.1","**","±15.9","±12.9","±12.1","±3.7","±4.1","","±5.6","±5.3","±33.5","±40.0","**","±65.9","","±11.0","±3.0","","±19.6","","±4.2","±10.3","±22.5","±7.9","±4.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1.8%","","37.5%","18.4%","0.0%","0.0%","0.0%","0.6%","0.0%","0.0%","0.0%","0.0%","","1.7%","0.0%","0.0%","0.0%","-","5.1%","4.7%","2.8%","1.5%","1.6%","","2.0%","0.9%","0.0%","0.0%","-","0.0%","","30.4%","0.1%","","8.0%","","0.1%","0.0%","0.0%","0.0%","0.1%"
"        Margin of Error","±1.6","","±33.8","±17.6","±2.5","±2.3","±2.3","±1.8","±7.0","±7.7","±11.7","±50.9","","±1.7","±29.7","±100.0","±7.3","**","±10.1","±10.0","±3.9","±1.9","±1.6","","±2.4","±1.3","±33.5","±40.0","**","±65.9","","±25.7","±0.2","","±12.5","","±0.2","±87.2","±13.1","±4.0","±0.3"
"ZCTA5 78702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,480","","774","1,357","3,927","3,835","4,201","2,776","1,117","932","1,625","936","","13,797","3,344","37","467","7","1,907","1,921","7,645","9,429","18,145","","9,721","8,424","1,831","658","496","677","","3,382","14,454","","1,607","","16,788","1,650","2,380","3,375","9,383"
"        Margin of Error","±1,546","","±330","±382","±585","±736","±656","±533","±313","±278","±395","±216","","±1,029","±598","±36","±153","±9","±601","±1,101","±1,336","±877","±1,343","","±905","±774","±335","±218","±176","±210","","±688","±1,125","","±410","","±1,302","±311","±573","±586","±978"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","71.6%","","25.5%","73.4%","91.2%","90.9%","87.4%","75.8%","53.1%","48.6%","16.5%","2.7%","","78.6%","51.9%","89.2%","90.4%","100.0%","59.4%","62.3%","61.4%","86.4%","82.0%","","86.3%","77.1%","63.2%","69.3%","62.9%","57.6%","","42.2%","92.2%","","47.0%","","82.7%","48.9%","61.6%","85.1%","93.2%"
"        Margin of Error","±2.9","","±14.1","±10.4","±3.9","±3.3","±6.2","±6.4","±15.8","±14.6","±7.0","±2.9","","±2.7","±10.2","±25.1","±8.1","±100.0","±11.6","±13.3","±4.8","±2.6","±2.4","","±2.7","±4.3","±8.4","±16.7","±17.1","±13.0","","±7.5","±1.8","","±10.4","","±2.5","±9.2","±11.3","±5.3","±2.7"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","68.2%","","16.3%","64.8%","89.3%","85.4%","84.4%","72.2%","52.6%","46.8%","16.5%","2.7%","","75.8%","45.7%","62.2%","90.4%","100.0%","53.6%","61.8%","58.6%","83.4%","78.4%","","81.9%","74.5%","61.1%","63.2%","62.9%","57.6%","","30.0%","90.7%","","45.4%","","79.6%","43.5%","60.4%","76.4%","91.9%"
"        Margin of Error","±3.1","","±9.8","±14.1","±4.4","±4.7","±6.4","±7.5","±15.9","±14.9","±7.0","±2.9","","±3.1","±9.2","±25.8","±8.1","±100.0","±10.7","±13.3","±4.7","±3.2","±2.7","","±3.6","±4.4","±8.3","±16.2","±17.1","±13.0","","±6.6","±1.9","","±10.7","","±2.6","±9.6","±11.7","±6.3","±2.7"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.7%","","36.0%","11.7%","2.1%","6.1%","3.4%","4.8%","1.0%","3.8%","0.0%","0.0%","","3.6%","11.9%","30.3%","0.0%","0.0%","9.7%","0.8%","4.6%","3.6%","4.4%","","5.1%","3.4%","3.5%","8.8%","0.0%","0.0%","","28.9%","1.7%","","3.4%","","3.8%","11.0%","2.0%","10.3%","1.4%"
"        Margin of Error","±1.6","","±28.8","±9.2","±1.7","±3.8","±2.7","±4.2","±1.5","±5.9","±15.4","±69.8","","±1.5","±8.2","±28.1","±10.1","±100.0","±6.7","±1.3","±2.4","±1.8","±1.6","","±2.5","±1.4","±3.7","±9.0","±13.4","±10.9","","±11.2","±0.8","","±4.4","","±1.6","±8.6","±2.8","±5.8","±0.7"
"ZCTA5 78703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,001","","677","549","2,069","2,232","3,457","2,442","1,525","1,455","1,842","753","","14,970","161","9","1,262","0","151","448","1,379","13,972","13,729","","6,988","6,741","1,992","616","331","1,045","","1,126","12,603","","351","","13,180","129","358","1,344","11,349"
"        Margin of Error","±1,460","","±389","±211","±423","±538","±591","±423","±385","±345","±356","±207","","±1,387","±104","±12","±330","±26","±108","±192","±349","±1,402","±1,307","","±760","±731","±349","±181","±94","±278","","±426","±1,118","","±132","","±1,347","±95","±155","±395","±1,220"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","75.4%","","35.3%","82.3%","88.9%","84.3%","83.5%","85.3%","85.7%","81.4%","45.8%","13.3%","","75.3%","73.3%","22.2%","80.6%","-","80.1%","66.3%","75.4%","75.3%","84.8%","","90.2%","79.1%","60.7%","52.3%","66.5%","63.8%","","65.9%","86.5%","","75.8%","","84.9%","46.5%","69.8%","86.1%","85.6%"
"        Margin of Error","±3.0","","±15.0","±9.7","±6.1","±6.5","±5.3","±4.7","±8.4","±7.6","±8.0","±8.0","","±3.2","±20.2","±60.4","±7.4","**","±23.8","±17.9","±7.5","±3.4","±2.8","","±3.3","±4.1","±9.3","±14.0","±17.8","±12.7","","±16.7","±2.5","","±14.6","","±2.9","±40.4","±21.9","±7.3","±2.9"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","72.4%","","35.3%","78.1%","86.9%","70.4%","83.5%","81.6%","84.9%","79.6%","45.8%","13.3%","","72.3%","57.8%","22.2%","78.4%","-","80.1%","63.4%","75.4%","72.1%","81.1%","","88.7%","73.2%","58.6%","47.9%","66.5%","62.5%","","61.2%","82.8%","","74.4%","","81.2%","46.5%","69.8%","80.1%","82.1%"
"        Margin of Error","±2.8","","±15.0","±10.2","±6.2","±12.8","±5.3","±5.1","±8.4","±7.8","±8.0","±8.0","","±3.0","±24.9","±60.4","±7.8","**","±23.8","±17.4","±7.5","±3.1","±3.0","","±3.4","±5.5","±9.3","±13.6","±17.8","±12.9","","±17.6","±3.2","","±14.8","","±3.2","±40.4","±21.9","±8.1","±3.4"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.9%","","0.0%","5.1%","2.3%","16.5%","0.0%","4.0%","1.0%","2.3%","0.0%","0.0%","","3.9%","21.2%","0.0%","2.7%","-","0.0%","4.4%","0.0%","4.1%","4.3%","","1.6%","7.5%","3.4%","8.4%","0.0%","2.1%","","7.1%","4.1%","","1.9%","","4.3%","0.0%","0.0%","7.0%","4.1%"
"        Margin of Error","±2.7","","±17.1","±6.4","±2.0","±16.0","±1.5","±3.1","±1.9","±2.9","±5.2","±34.4","","±3.1","±28.1","±100.0","±3.3","**","±30.1","±7.7","±4.2","±3.3","±2.9","","±0.9","±6.5","±3.9","±12.3","±18.4","±3.4","","±7.5","±3.2","","±2.8","","±3.0","±45.1","±16.4","±9.1","±3.2"
"ZCTA5 78704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","45,740","","2,130","4,481","9,159","6,489","9,181","5,825","2,519","1,635","2,827","1,494","","37,820","1,733","289","1,470","37","966","3,425","11,527","29,274","39,289","","19,869","19,420","3,823","1,501","415","1,907","","3,655","35,237","","2,129","","34,808","1,728","3,032","6,302","23,746"
"        Margin of Error","±2,100","","±397","±845","±1,062","±569","±1,130","±739","±442","±340","±372","±277","","±1,982","±566","±200","±327","±48","±391","±851","±1,610","±1,511","±1,936","","±1,164","±1,311","±705","±332","±196","±516","","±638","±1,755","","±491","","±1,769","±470","±609","±733","±1,391"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","80.5%","","35.5%","84.5%","93.7%","94.5%","90.2%","85.9%","82.5%","61.8%","38.4%","8.1%","","81.2%","70.0%","84.8%","83.2%","100.0%","74.8%","78.1%","76.2%","82.2%","88.8%","","92.1%","85.3%","76.9%","65.6%","78.1%","85.6%","","60.9%","92.3%","","66.8%","","89.3%","67.1%","82.3%","88.1%","92.2%"
"        Margin of Error","±1.5","","±9.6","±4.1","±2.1","±1.8","±2.9","±3.7","±6.3","±9.7","±7.3","±4.7","","±1.5","±10.3","±21.3","±6.5","±57.4","±13.1","±8.4","±3.1","±1.5","±1.2","","±1.3","±2.3","±5.3","±9.3","±15.6","±7.2","","±8.1","±1.1","","±11.5","","±1.3","±9.3","±6.7","±3.6","±1.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","76.9%","","33.5%","77.9%","92.1%","92.6%","87.0%","75.7%","80.4%","57.8%","37.0%","6.9%","","77.6%","65.1%","84.8%","83.2%","100.0%","74.8%","72.4%","69.4%","80.2%","84.8%","","88.4%","81.0%","73.3%","63.2%","62.4%","83.7%","","52.1%","88.8%","","63.2%","","85.7%","66.3%","73.6%","81.1%","89.8%"
"        Margin of Error","±2.5","","±9.7","±7.1","±2.3","±2.2","±4.7","±8.9","±6.6","±9.4","±7.1","±4.7","","±2.9","±10.7","±21.3","±6.5","±57.4","±13.1","±10.0","±7.7","±1.6","±2.5","","±2.5","±3.5","±5.5","±9.3","±23.9","±7.4","","±8.2","±2.7","","±11.8","","±2.2","±9.3","±10.4","±5.6","±1.8"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.5%","","5.6%","7.9%","1.7%","2.0%","3.5%","11.9%","2.5%","6.4%","3.8%","14.9%","","4.5%","7.0%","0.0%","0.0%","0.0%","0.0%","7.3%","8.9%","2.5%","4.5%","","4.0%","5.0%","4.7%","3.7%","20.1%","2.2%","","14.5%","3.8%","","5.5%","","4.1%","1.1%","10.5%","7.8%","2.6%"
"        Margin of Error","±2.6","","±4.7","±8.2","±1.3","±1.2","±3.6","±11.0","±3.6","±6.6","±4.7","±22.2","","±3.0","±8.0","±16.7","±3.6","±57.4","±6.0","±10.3","±9.6","±0.7","±2.7","","±2.3","±3.7","±3.6","±4.9","±27.3","±1.9","","±6.8","±2.9","","±5.8","","±2.2","±1.5","±11.5","±5.3","±1.5"
"ZCTA5 78705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","32,752","","10,688","14,800","3,110","1,424","1,178","506","289","265","278","214","","21,965","2,753","80","5,059","18","863","2,014","6,463","17,287","21,572","","10,738","10,834","507","192","31","284","","8,688","7,247","","615","","6,772","268","699","1,033","4,772"
"        Margin of Error","±1,898","","±932","±1,122","±541","±363","±399","±178","±121","±127","±111","±107","","±1,356","±410","±54","±515","±26","±216","±639","±785","±1,123","±1,399","","±874","±1,020","±209","±139","±36","±159","","±831","±686","","±180","","±733","±181","±296","±329","±543"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","47.4%","","30.6%","44.1%","81.8%","88.3%","83.1%","75.3%","67.1%","84.5%","48.2%","9.8%","","48.4%","43.8%","47.5%","38.0%","0.0%","65.4%","58.1%","54.6%","47.5%","56.1%","","54.3%","57.9%","61.5%","34.9%","100.0%","75.4%","","39.2%","87.9%","","63.3%","","82.4%","61.9%","81.1%","71.9%","86.0%"
"        Margin of Error","±2.3","","±3.3","±3.8","±6.2","±7.3","±9.6","±14.0","±13.5","±12.8","±20.1","±12.6","","±2.6","±5.6","±39.2","±6.4","±82.3","±11.5","±10.8","±4.6","±3.1","±3.3","","±4.1","±5.1","±21.1","±33.3","±62.7","±17.6","","±5.2","±3.4","","±12.5","","±4.5","±28.1","±11.9","±11.7","±5.0"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","42.9%","","25.8%","39.9%","79.1%","85.2%","75.6%","66.0%","57.8%","63.4%","48.2%","9.8%","","44.7%","36.1%","47.5%","34.4%","0.0%","59.8%","47.0%","49.6%","43.7%","51.6%","","48.6%","54.6%","44.2%","34.9%","100.0%","44.4%","","34.0%","83.1%","","52.8%","","77.3%","52.6%","68.5%","70.1%","81.5%"
